Classes;Orders;Species;0A;0B;1A;1B;2A;2B;3A;3B;4A;4B;5A;5B;6A;6B;7A;7B;8A;8B;9A;9B;10A;10B;11A;11B;12A;12B;13A;13B;14A;14B;15A;15B;16A;16B;17A;17B;18A;18B;19A;19B;20A;20B;21A;21B;22A;22B;23A;23B;24A;24B;25A;25B;26A;26B;27A;27B;28A;28B;29A;29B;30A;30B;31A;31B;32A;32B;33A;33B;34A;34B;35A;35B;36A;36B;37A;37B;38A;38B;39A;39B;40A;40B;41A;41B;42A;42B;43A;43B;44A;44B;45A;45B;46A;46B;47A;47B;48A;48B;49A;49B;50A;50B;51A;51B;52A;52B;53A;53B;54A;54B;55A;55B;56A;56B;57A;57B;58A;58B;59A;59B;60A;60B;61A;61B;62A;62B;63A;63B;64A;64B;65A;65B;66A;66B;67A;67B;68A;68B;69A;69B;70A;70B;71A;71B;72A;72B;73A;73B;74A;74B;75A;75B;76A;76B;77A;77B;78A;78B;79A;79B;80A;80B;81A;81B;82A;82B;83A;83B;84A;84B;85A;85B;86A;86B;87A;87B;88A;88B;89A;89B;90A;90B
Mammalia;Carnivora;Lynx_canadensis;ENSLCNP00005013536;ENSLCNP00005013512;ENSLCNP00005011683;;ENSLCNP00005034847;ENSLCNP00005034862;ENSLCNP00005034012;ENSLCNP00005034003;ENSLCNP00005028070;ENSLCNP00005028019;;;ENSLCNP00005026027;ENSLCNP00005025971;ENSLCNP00005029585;ENSLCNP00005029518;ENSLCNP00005020869;;ENSLCNP00005012799;;ENSLCNP00005016085;ENSLCNP00005015922;ENSLCNP00005005960;ENSLCNP00005005890;ENSLCNP00005004403;ENSLCNP00005004531;ENSLCNP00005014006;ENSLCNP00005014029;ENSLCNP00005008347;ENSLCNP00005008361;ENSLCNP00005006021;ENSLCNP00005006039;ENSLCNP00005009666;ENSLCNP00005009675;ENSLCNP00005015938;ENSLCNP00005015981;ENSLCNP00005008002;ENSLCNP00005008054;ENSLCNP00005024679;ENSLCNP00005024614;ENSLCNP00005019998;ENSLCNP00005020141;ENSLCNP00005032576;ENSLCNP00005032548;;;;;;ENSLCNP00005021472;ENSLCNP00005021709;ENSLCNP00005021539;ENSLCNP00005014878;ENSLCNP00005014914;ENSLCNP00005011971;ENSLCNP00005012035;ENSLCNP00005012727;ENSLCNP00005012758;ENSLCNP00005028931;ENSLCNP00005029228;ENSLCNP00005019913;ENSLCNP00005019950;ENSLCNP00005014658;ENSLCNP00005018840;ENSLCNP00005013009;ENSLCNP00005013024;ENSLCNP00005005223;ENSLCNP00005005241;ENSLCNP00005007167;ENSLCNP00005007179;ENSLCNP00005021412;ENSLCNP00005021381;;;ENSLCNP00005023990;ENSLCNP00005024061;;;;;ENSLCNP00005023034;ENSLCNP00005023046;;;ENSLCNP00005002395;ENSLCNP00005002407;;ENSLCNP00005004251;ENSLCNP00005025841;ENSLCNP00005024487;ENSLCNP00005028236;;ENSLCNP00005027328;ENSLCNP00005027346;ENSLCNP00005031959;ENSLCNP00005031976;ENSLCNP00005026834;ENSLCNP00005026914;ENSLCNP00005026006;ENSLCNP00005026091;ENSLCNP00005000227;;;ENSLCNP00005028678;ENSLCNP00005011937;ENSLCNP00005021805;;;;;ENSLCNP00005014617;;;;;;;ENSLCNP00005025397;;;;;;;;;;;ENSLCNP00005018548;;;;;ENSLCNP00005034528;;ENSLCNP00005033348;;;ENSLCNP00005023800;ENSLCNP00005023778;ENSLCNP00005001455;;;;;;ENSLCNP00005026619;ENSLCNP00005026698;ENSLCNP00005019932;;;ENSLCNP00005027733;ENSLCNP00005032151;;ENSLCNP00005001656;ENSLCNP00005001287;;;ENSLCNP00005024519;;;ENSLCNP00005014400;;ENSLCNP00005008069;;;;ENSLCNP00005033778;;;;;;;;;;;;;ENSLCNP00005028750;
Mammalia;Carnivora;Mustela_putorius_furo;ENSMPUP00000013949;ENSMPUP00000013946;ENSMPUP00000013465;;ENSMPUP00000007218;ENSMPUP00000007239;ENSMPUP00000008321;ENSMPUP00000008312;ENSMPUP00000012743;;ENSMPUP00000019342;;ENSMPUP00000013007;ENSMPUP00000013013;ENSMPUP00000003722;ENSMPUP00000003728;;;ENSMPUP00000019488;;;ENSMPUP00000014854;ENSMPUP00000019695;ENSMPUP00000005519;ENSMPUP00000007494;ENSMPUP00000007476;;ENSMPUP00000011034;;ENSMPUP00000003750;ENSMPUP00000012405;ENSMPUP00000012400;ENSMPUP00000008930;ENSMPUP00000008925;ENSMPUP00000004330;ENSMPUP00000004319;ENSMPUP00000004648;ENSMPUP00000004633;ENSMPUP00000010684;ENSMPUP00000010687;ENSMPUP00000012496;ENSMPUP00000000145;ENSMPUP00000012803;;;ENSMPUP00000011968;;;;ENSMPUP00000016941;ENSMPUP00000016685;ENSMPUP00000002089;ENSMPUP00000019428;ENSMPUP00000019434;ENSMPUP00000018869;ENSMPUP00000018879;ENSMPUP00000018407;ENSMPUP00000018412;ENSMPUP00000014000;ENSMPUP00000013994;ENSMPUP00000003412;ENSMPUP00000003419;ENSMPUP00000008984;ENSMPUP00000008994;ENSMPUP00000011619;ENSMPUP00000011616;ENSMPUP00000019315;ENSMPUP00000019316;ENSMPUP00000019060;ENSMPUP00000019064;ENSMPUP00000010775;ENSMPUP00000010803;;;ENSMPUP00000015795;ENSMPUP00000015793;ENSMPUP00000013092;;ENSMPUP00000003548;;ENSMPUP00000010583;ENSMPUP00000010585;;;;ENSMPUP00000019592;;ENSMPUP00000019550;;ENSMPUP00000018862;;ENSMPUP00000006632;;;ENSMPUP00000008902;ENSMPUP00000008872;ENSMPUP00000012556;ENSMPUP00000012637;ENSMPUP00000000870;ENSMPUP00000011594;ENSMPUP00000012553;;ENSMPUP00000018673;ENSMPUP00000011759;ENSMPUP00000009745;ENSMPUP00000004745;;ENSMPUP00000010587;;;ENSMPUP00000002623;;;ENSMPUP00000008437;;;;ENSMPUP00000019321;;;;;;;;;;;ENSMPUP00000003993;;;;;ENSMPUP00000017783;;ENSMPUP00000014028;;;ENSMPUP00000002878;ENSMPUP00000002873;ENSMPUP00000001096;;;;;;ENSMPUP00000004435;ENSMPUP00000004442;ENSMPUP00000003409;;;ENSMPUP00000018381;ENSMPUP00000005165;;ENSMPUP00000014635;ENSMPUP00000014449;;;ENSMPUP00000009007;;;ENSMPUP00000004308;;ENSMPUP00000017372;;;;ENSMPUP00000010841;;;;;;;;;;;;ENSMPUP00000002827;;ENSMPUP00000012736
Mammalia;Carnivora;Neovison_vison;ENSNVIP00000020550;ENSNVIP00000020566;ENSNVIP00000023366;;ENSNVIP00000010610;ENSNVIP00000010677;ENSNVIP00000018949;ENSNVIP00000018927;ENSNVIP00000028194;ENSNVIP00000028211;ENSNVIP00000000113;ENSNVIP00000000118;ENSNVIP00000000123;;ENSNVIP00000021517;ENSNVIP00000021594;;ENSNVIP00000022421;ENSNVIP00000028798;;ENSNVIP00000027985;ENSNVIP00000028320;;ENSNVIP00000017228;ENSNVIP00000011721;ENSNVIP00000011518;ENSNVIP00000020172;ENSNVIP00000020159;;ENSNVIP00000014304;ENSNVIP00000011475;ENSNVIP00000011429;ENSNVIP00000005265;ENSNVIP00000011235;ENSNVIP00000019453;ENSNVIP00000019441;ENSNVIP00000013510;ENSNVIP00000013565;ENSNVIP00000020599;ENSNVIP00000020650;ENSNVIP00000018319;ENSNVIP00000010647;ENSNVIP00000021300;ENSNVIP00000021328;;ENSNVIP00000022856;;;;;ENSNVIP00000020261;ENSNVIP00000020836;ENSNVIP00000024377;ENSNVIP00000024327;ENSNVIP00000010685;ENSNVIP00000010621;ENSNVIP00000032148;ENSNVIP00000032149;ENSNVIP00000027759;ENSNVIP00000027706;ENSNVIP00000017771;;ENSNVIP00000027316;ENSNVIP00000027341;ENSNVIP00000014059;ENSNVIP00000014050;ENSNVIP00000019657;ENSNVIP00000019662;ENSNVIP00000008468;ENSNVIP00000008516;ENSNVIP00000027849;ENSNVIP00000027892;;;ENSNVIP00000020603;ENSNVIP00000020642;ENSNVIP00000022631;;;ENSNVIP00000020965;ENSNVIP00000000047;ENSNVIP00000000060;;;ENSNVIP00000019563;ENSNVIP00000019553;;ENSNVIP00000015336;ENSNVIP00000030348;ENSNVIP00000030372;;ENSNVIP00000016288;ENSNVIP00000013575;;ENSNVIP00000025710;;ENSNVIP00000020847;ENSNVIP00000020884;ENSNVIP00000001503;ENSNVIP00000003247;;;ENSNVIP00000029361;;ENSNVIP00000008883;ENSNVIP00000018481;;;;;ENSNVIP00000007734;;;ENSNVIP00000013625;;;;ENSNVIP00000023792;;;;;;;;;;;ENSNVIP00000015437;;;;;ENSNVIP00000004377;;ENSNVIP00000029350;;;ENSNVIP00000027251;ENSNVIP00000027217;ENSNVIP00000023074;;;;;;;ENSNVIP00000006067;ENSNVIP00000017779;;;ENSNVIP00000000253;;ENSNVIP00000021031;ENSNVIP00000000609;ENSNVIP00000000497;;;ENSNVIP00000021219;;;ENSNVIP00000029464;;ENSNVIP00000015382;;;;ENSNVIP00000014591;;;;;;;;;;;;;ENSNVIP00000028222;ENSNVIP00000028140
Mammalia;Carnivora;Panthera_leo;ENSPLOP00000016088;ENSPLOP00000016022;ENSPLOP00000016326;;ENSPLOP00000018053;ENSPLOP00000017890;ENSPLOP00000014467;ENSPLOP00000014422;ENSPLOP00000018637;ENSPLOP00000018481;ENSPLOP00000026920;ENSPLOP00000026895;ENSPLOP00000026855;;ENSPLOP00000023354;ENSPLOP00000023492;;;ENSPLOP00000029098;;ENSPLOP00000022213;ENSPLOP00000021359;ENSPLOP00000003946;ENSPLOP00000004010;ENSPLOP00000010240;ENSPLOP00000010057;ENSPLOP00000010868;ENSPLOP00000010795;ENSPLOP00000020959;ENSPLOP00000021050;ENSPLOP00000002456;ENSPLOP00000002476;ENSPLOP00000004354;ENSPLOP00000004369;ENSPLOP00000021432;ENSPLOP00000021545;ENSPLOP00000005472;ENSPLOP00000005497;ENSPLOP00000003273;ENSPLOP00000003250;ENSPLOP00000008383;ENSPLOP00000008135;ENSPLOP00000016085;ENSPLOP00000016027;;;;;;ENSPLOP00000012315;ENSPLOP00000016759;ENSPLOP00000016077;ENSPLOP00000006921;ENSPLOP00000011990;ENSPLOP00000026964;ENSPLOP00000027017;ENSPLOP00000025016;ENSPLOP00000025003;ENSPLOP00000010393;ENSPLOP00000010438;ENSPLOP00000012724;ENSPLOP00000012786;ENSPLOP00000017582;ENSPLOP00000017861;ENSPLOP00000002497;ENSPLOP00000002508;ENSPLOP00000013547;ENSPLOP00000013576;ENSPLOP00000023396;ENSPLOP00000023419;ENSPLOP00000015635;ENSPLOP00000015547;;;ENSPLOP00000024676;ENSPLOP00000024823;;;;;ENSPLOP00000018068;ENSPLOP00000018004;;;ENSPLOP00000024221;ENSPLOP00000024239;;ENSPLOP00000001324;ENSPLOP00000030588;ENSPLOP00000019034;ENSPLOP00000020120;;ENSPLOP00000015296;ENSPLOP00000015261;ENSPLOP00000003837;ENSPLOP00000003797;ENSPLOP00000030708;ENSPLOP00000030759;ENSPLOP00000009170;ENSPLOP00000013379;ENSPLOP00000013340;;ENSPLOP00000008702;ENSPLOP00000028570;ENSPLOP00000023387;ENSPLOP00000014085;;;;;ENSPLOP00000013172;;;ENSPLOP00000000550;;;;ENSPLOP00000024086;;;;;;;;;;;ENSPLOP00000007436;;;;;ENSPLOP00000028063;;ENSPLOP00000029716;;;ENSPLOP00000026924;ENSPLOP00000026106;ENSPLOP00000003607;;;;;;ENSPLOP00000029657;ENSPLOP00000029735;ENSPLOP00000012676;;;ENSPLOP00000022826;;ENSPLOP00000020408;ENSPLOP00000000508;ENSPLOP00000000653;;;ENSPLOP00000019143;;;ENSPLOP00000025992;;ENSPLOP00000002389;;;;ENSPLOP00000023273;;;;;;;;;;;;;ENSPLOP00000022034;
Mammalia;Carnivora;Suricata_suricatta;ENSSSUP00005011406;ENSSSUP00005011359;ENSSSUP00005019620;ENSSSUP00005019584;ENSSSUP00005006854;ENSSSUP00005006822;ENSSSUP00005015144;ENSSSUP00005015007;ENSSSUP00005012859;ENSSSUP00005012785;ENSSSUP00005011267;ENSSSUP00005011189;ENSSSUP00005011236;ENSSSUP00005011165;ENSSSUP00005013047;ENSSSUP00005012965;;ENSSSUP00005005179;ENSSSUP00005008236;;ENSSSUP00005026711;ENSSSUP00005027475;ENSSSUP00005010455;ENSSSUP00005010224;ENSSSUP00005016844;ENSSSUP00005017082;ENSSSUP00005005974;ENSSSUP00005005988;;ENSSSUP00005003045;ENSSSUP00005006999;ENSSSUP00005007018;ENSSSUP00005016714;ENSSSUP00005016810;ENSSSUP00005004880;ENSSSUP00005033017;ENSSSUP00005010713;ENSSSUP00005010850;ENSSSUP00005024651;ENSSSUP00005024792;ENSSSUP00005021957;ENSSSUP00005020047;ENSSSUP00005010139;ENSSSUP00005010103;;ENSSSUP00005036604;;;;;ENSSSUP00005004265;ENSSSUP00005004753;ENSSSUP00005016538;ENSSSUP00005016399;ENSSSUP00005017643;;ENSSSUP00005015135;ENSSSUP00005014967;ENSSSUP00005012808;;;ENSSSUP00005016072;ENSSSUP00005017976;ENSSSUP00005017593;ENSSSUP00005013266;ENSSSUP00005013232;ENSSSUP00005009422;ENSSSUP00005009409;ENSSSUP00005008820;ENSSSUP00005008797;ENSSSUP00005008770;ENSSSUP00005008898;;;ENSSSUP00005018612;ENSSSUP00005018687;;;;;ENSSSUP00005035879;ENSSSUP00005015049;;;ENSSSUP00005015321;;;ENSSSUP00005009266;;ENSSSUP00005018462;;ENSSSUP00005030730;ENSSSUP00005023502;ENSSSUP00005023443;;ENSSSUP00005017892;ENSSSUP00005030341;ENSSSUP00005030520;ENSSSUP00005026807;ENSSSUP00005026938;;;ENSSSUP00005014221;;ENSSSUP00005002957;ENSSSUP00005004487;;;;;ENSSSUP00005018277;;;ENSSSUP00005022216;;;;ENSSSUP00005024152;;;;;;;;;;;ENSSSUP00005003522;;;;;ENSSSUP00005011483;;ENSSSUP00005019557;;;ENSSSUP00005025205;ENSSSUP00005025078;ENSSSUP00005008344;;;;;;ENSSSUP00005034639;ENSSSUP00005034751;ENSSSUP00005016331;;;ENSSSUP00005029637;ENSSSUP00005021883;;ENSSSUP00005004937;ENSSSUP00005004615;;;ENSSSUP00005021858;;ENSSSUP00005003509;;;ENSSSUP00005017564;;;;ENSSSUP00005032247;;;;;;;;;;;;;;
Mammalia;Carnivora;Ursus_maritimus;ENSUMAP00000033840;ENSUMAP00000033839;ENSUMAP00000033750;;ENSUMAP00000030534;ENSUMAP00000030526;ENSUMAP00000028538;ENSUMAP00000028534;;ENSUMAP00000005479;;ENSUMAP00000001860;ENSUMAP00000001851;;ENSUMAP00000031512;ENSUMAP00000031509;;;ENSUMAP00000027113;;ENSUMAP00000018356;ENSUMAP00000018113;ENSUMAP00000002783;ENSUMAP00000002796;ENSUMAP00000012419;ENSUMAP00000012328;ENSUMAP00000019258;ENSUMAP00000019256;;ENSUMAP00000013942;ENSUMAP00000006615;ENSUMAP00000006611;ENSUMAP00000005530;ENSUMAP00000005520;ENSUMAP00000016716;ENSUMAP00000016724;ENSUMAP00000016131;ENSUMAP00000016071;ENSUMAP00000020640;ENSUMAP00000020642;ENSUMAP00000032119;ENSUMAP00000032840;ENSUMAP00000027839;ENSUMAP00000027833;;ENSUMAP00000032832;;;;;ENSUMAP00000032865;ENSUMAP00000032906;ENSUMAP00000007212;ENSUMAP00000024969;ENSUMAP00000011360;ENSUMAP00000024572;ENSUMAP00000024898;;ENSUMAP00000016981;ENSUMAP00000016998;ENSUMAP00000015970;;ENSUMAP00000007802;ENSUMAP00000007835;ENSUMAP00000002654;ENSUMAP00000002660;ENSUMAP00000034755;ENSUMAP00000025387;ENSUMAP00000013103;ENSUMAP00000013090;ENSUMAP00000025578;ENSUMAP00000025581;;;ENSUMAP00000029169;;;ENSUMAP00000010825;;;ENSUMAP00000019982;;;;ENSUMAP00000019378;ENSUMAP00000019381;;ENSUMAP00000001313;ENSUMAP00000014325;ENSUMAP00000014262;;ENSUMAP00000034429;ENSUMAP00000000954;ENSUMAP00000000967;;;ENSUMAP00000018883;ENSUMAP00000018871;ENSUMAP00000018164;ENSUMAP00000034538;;;ENSUMAP00000023796;ENSUMAP00000012607;;ENSUMAP00000035084;;;;;ENSUMAP00000007263;;;ENSUMAP00000028114;;;;ENSUMAP00000028181;;;;;;;;;;;;;;;;ENSUMAP00000008255;;ENSUMAP00000013096;;;ENSUMAP00000001833;ENSUMAP00000001824;ENSUMAP00000011433;;;;;ENSUMAP00000007854;ENSUMAP00000002213;ENSUMAP00000002202;ENSUMAP00000015961;;;ENSUMAP00000007935;ENSUMAP00000008875;;ENSUMAP00000009996;ENSUMAP00000009694;;;;;;ENSUMAP00000020407;;ENSUMAP00000029198;;;;;;;;;;;;;;;;;ENSUMAP00000005580;
Mammalia;Carnivora;Vulpes_vulpes;ENSVVUP00000002572;ENSVVUP00000002527;ENSVVUP00000010760;;ENSVVUP00000037210;ENSVVUP00000037196;ENSVVUP00000039621;ENSVVUP00000039628;ENSVVUP00000024492;ENSVVUP00000024470;;ENSVVUP00000022297;;ENSVVUP00000022272;ENSVVUP00000013677;ENSVVUP00000013686;;ENSVVUP00000010810;ENSVVUP00000010004;;ENSVVUP00000032892;ENSVVUP00000032875;ENSVVUP00000034400;ENSVVUP00000034407;ENSVVUP00000029281;ENSVVUP00000029295;ENSVVUP00000028569;ENSVVUP00000028581;;ENSVVUP00000036574;ENSVVUP00000041138;ENSVVUP00000041139;ENSVVUP00000041289;ENSVVUP00000000035;ENSVVUP00000018875;ENSVVUP00000018877;ENSVVUP00000002145;ENSVVUP00000002127;ENSVVUP00000001841;ENSVVUP00000001955;ENSVVUP00000001748;ENSVVUP00000033854;ENSVVUP00000038405;ENSVVUP00000038415;;ENSVVUP00000038635;;;;;ENSVVUP00000006841;ENSVVUP00000010181;ENSVVUP00000036138;ENSVVUP00000036139;ENSVVUP00000016026;ENSVVUP00000042816;ENSVVUP00000023732;ENSVVUP00000023725;ENSVVUP00000005183;ENSVVUP00000004968;ENSVVUP00000014521;ENSVVUP00000015945;ENSVVUP00000026927;ENSVVUP00000026923;ENSVVUP00000006013;ENSVVUP00000006009;ENSVVUP00000013039;ENSVVUP00000013043;ENSVVUP00000004969;ENSVVUP00000004977;ENSVVUP00000017077;ENSVVUP00000017140;;;ENSVVUP00000016815;;ENSVVUP00000031931;;;;ENSVVUP00000038709;ENSVVUP00000038712;;;ENSVVUP00000039699;ENSVVUP00000039700;;ENSVVUP00000027695;;ENSVVUP00000015119;ENSVVUP00000008855;;ENSVVUP00000011307;ENSVVUP00000011290;;ENSVVUP00000035352;ENSVVUP00000016000;ENSVVUP00000016014;ENSVVUP00000014555;ENSVVUP00000014534;;ENSVVUP00000014696;ENSVVUP00000000215;;ENSVVUP00000033899;ENSVVUP00000030837;ENSVVUP00000032713;;;;ENSVVUP00000008095;;;ENSVVUP00000018884;;;;ENSVVUP00000003078;;;;;;;;;;;ENSVVUP00000011210;;;;;ENSVVUP00000040605;;ENSVVUP00000018746;;;ENSVVUP00000026378;ENSVVUP00000026368;ENSVVUP00000025400;;;;;;ENSVVUP00000033595;ENSVVUP00000033591;ENSVVUP00000014526;;;ENSVVUP00000028724;;ENSVVUP00000033802;ENSVVUP00000002643;ENSVVUP00000002368;;;;;;ENSVVUP00000017779;;ENSVVUP00000011565;;;;ENSVVUP00000025711;;;;;;;;;;;;ENSVVUP00000019311;ENSVVUP00000001502;ENSVVUP00000001808
Mammalia;Chiroptera;Myotis_lucifugus;ENSMLUP00000005269;ENSMLUP00000022453;ENSMLUP00000000146;;ENSMLUP00000012986;ENSMLUP00000006819;ENSMLUP00000020322;ENSMLUP00000021242;;ENSMLUP00000022730;;;;;ENSMLUP00000001574;ENSMLUP00000014434;;ENSMLUP00000009619;ENSMLUP00000004446;;ENSMLUP00000007459;ENSMLUP00000010442;ENSMLUP00000000628;ENSMLUP00000000630;ENSMLUP00000010945;ENSMLUP00000009335;ENSMLUP00000018600;ENSMLUP00000021985;ENSMLUP00000009962;ENSMLUP00000009969;ENSMLUP00000016137;;ENSMLUP00000001591;ENSMLUP00000001596;ENSMLUP00000004069;ENSMLUP00000017846;;ENSMLUP00000014119;ENSMLUP00000005627;;ENSMLUP00000005085;ENSMLUP00000002810;ENSMLUP00000018022;ENSMLUP00000006289;;ENSMLUP00000005971;;;;;ENSMLUP00000006120;ENSMLUP00000001476;ENSMLUP00000013084;ENSMLUP00000013085;;;ENSMLUP00000014719;ENSMLUP00000020439;ENSMLUP00000020479;ENSMLUP00000001573;ENSMLUP00000003716;ENSMLUP00000001182;ENSMLUP00000015060;ENSMLUP00000018165;ENSMLUP00000002880;ENSMLUP00000002887;ENSMLUP00000019041;;ENSMLUP00000017444;;ENSMLUP00000006448;ENSMLUP00000006472;ENSMLUP00000000169;;ENSMLUP00000000947;ENSMLUP00000000967;;ENSMLUP00000012980;;ENSMLUP00000006197;ENSMLUP00000009939;ENSMLUP00000009953;ENSMLUP00000001550;;ENSMLUP00000021314;ENSMLUP00000017687;ENSMLUP00000015973;;;;ENSMLUP00000017959;;ENSMLUP00000013571;ENSMLUP00000002958;;;ENSMLUP00000001310;ENSMLUP00000001321;ENSMLUP00000011231;ENSMLUP00000009623;;;ENSMLUP00000017445;ENSMLUP00000020463;ENSMLUP00000021664;ENSMLUP00000008251;;;;;ENSMLUP00000010730;;;;;;;ENSMLUP00000005628;;;;;;;;;;;ENSMLUP00000015020;;;;;;;ENSMLUP00000021331;;;;;ENSMLUP00000012709;;;;ENSMLUP00000021500;;ENSMLUP00000008494;ENSMLUP00000012796;ENSMLUP00000019714;;;ENSMLUP00000016323;ENSMLUP00000013593;;ENSMLUP00000006938;ENSMLUP00000015412;;ENSMLUP00000022467;;ENSMLUP00000020328;;ENSMLUP00000006633;;ENSMLUP00000011300;;;;ENSMLUP00000013851;;;;;;;;;;;;;ENSMLUP00000016468;
Mammalia;Chiroptera;Pteropus_vampyrus;ENSPVAP00000009599;ENSPVAP00000009598;ENSPVAP00000014450;;ENSPVAP00000007236;ENSPVAP00000007238;ENSPVAP00000013142;ENSPVAP00000002373;ENSPVAP00000011246;ENSPVAP00000012065;;;ENSPVAP00000008467;;;ENSPVAP00000004981;ENSPVAP00000005252;;ENSPVAP00000006408;;ENSPVAP00000012266;ENSPVAP00000012670;ENSPVAP00000016060;ENSPVAP00000005717;ENSPVAP00000002315;ENSPVAP00000002321;;ENSPVAP00000011673;;ENSPVAP00000014110;ENSPVAP00000006595;ENSPVAP00000006598;ENSPVAP00000009593;ENSPVAP00000009595;ENSPVAP00000011990;ENSPVAP00000011992;ENSPVAP00000005054;ENSPVAP00000005250;ENSPVAP00000004955;;ENSPVAP00000016596;ENSPVAP00000000122;ENSPVAP00000011027;ENSPVAP00000011028;;;;;;ENSPVAP00000003183;ENSPVAP00000010430;ENSPVAP00000009708;ENSPVAP00000000120;ENSPVAP00000003590;;;ENSPVAP00000007298;ENSPVAP00000015307;ENSPVAP00000012287;ENSPVAP00000012289;ENSPVAP00000009880;ENSPVAP00000009881;ENSPVAP00000001814;ENSPVAP00000001815;ENSPVAP00000014060;ENSPVAP00000000286;;;;;ENSPVAP00000004886;ENSPVAP00000004887;;;ENSPVAP00000012352;ENSPVAP00000012356;;;;;ENSPVAP00000014326;ENSPVAP00000014328;;;ENSPVAP00000002204;ENSPVAP00000015618;;ENSPVAP00000016083;;ENSPVAP00000006158;ENSPVAP00000016653;;ENSPVAP00000015068;ENSPVAP00000015066;ENSPVAP00000000301;ENSPVAP00000013387;ENSPVAP00000010579;ENSPVAP00000010582;ENSPVAP00000005421;ENSPVAP00000000244;;ENSPVAP00000002506;ENSPVAP00000008488;;ENSPVAP00000006627;ENSPVAP00000011983;;;;;ENSPVAP00000012040;;;;;;;ENSPVAP00000011802;;;;;;;;;;;;;;;;ENSPVAP00000002072;;ENSPVAP00000004721;;;;ENSPVAP00000010757;;ENSPVAP00000000529;;;;;ENSPVAP00000005892;ENSPVAP00000005893;ENSPVAP00000009878;;;ENSPVAP00000007545;ENSPVAP00000016104;;ENSPVAP00000000882;ENSPVAP00000000905;;;ENSPVAP00000001088;;;ENSPVAP00000013433;;ENSPVAP00000011197;;;;ENSPVAP00000010011;;;;;;;;;;;;ENSPVAP00000010507;;ENSPVAP00000004567
Mammalia;Chiroptera;Rhinolophus_ferrumequinum;ENSRFEP00010008120;ENSRFEP00010008140;ENSRFEP00010012855;;ENSRFEP00010001271;ENSRFEP00010001311;ENSRFEP00010021696;ENSRFEP00010021769;ENSRFEP00010030796;ENSRFEP00010030724;;;;;ENSRFEP00010024410;ENSRFEP00010024598;;ENSRFEP00010005098;ENSRFEP00010018229;;ENSRFEP00010006927;ENSRFEP00010007321;ENSRFEP00010000517;ENSRFEP00010000335;ENSRFEP00010020272;ENSRFEP00010020559;ENSRFEP00010002822;ENSRFEP00010002847;;ENSRFEP00010030407;ENSRFEP00010009839;ENSRFEP00010009886;ENSRFEP00010015907;ENSRFEP00010016002;ENSRFEP00010021217;ENSRFEP00010021321;ENSRFEP00010010037;ENSRFEP00010010273;ENSRFEP00010008896;;ENSRFEP00010019096;ENSRFEP00010019824;ENSRFEP00010033064;ENSRFEP00010033045;ENSRFEP00010026335;ENSRFEP00010026496;;;;ENSRFEP00010018450;ENSRFEP00010022053;ENSRFEP00010021228;ENSRFEP00010020639;ENSRFEP00010020477;ENSRFEP00010012172;;;ENSRFEP00010011315;ENSRFEP00010000734;;;ENSRFEP00010002081;ENSRFEP00010020992;ENSRFEP00010021640;ENSRFEP00010024081;ENSRFEP00010024233;ENSRFEP00010029655;ENSRFEP00010029685;;;ENSRFEP00010005266;ENSRFEP00010005236;;;ENSRFEP00010026431;ENSRFEP00010026738;;;;;ENSRFEP00010019975;ENSRFEP00010019897;;;ENSRFEP00010009049;ENSRFEP00010009020;ENSRFEP00010017885;ENSRFEP00010017860;;;;ENSRFEP00010008121;ENSRFEP00010019761;ENSRFEP00010019867;ENSRFEP00010023572;ENSRFEP00010023651;ENSRFEP00010004078;ENSRFEP00010003953;ENSRFEP00010003829;;;;ENSRFEP00010000407;;ENSRFEP00010000464;ENSRFEP00010004955;;;;;ENSRFEP00010031259;;;ENSRFEP00010022923;;;;ENSRFEP00010028709;;;;;;;;;;;ENSRFEP00010020895;;;;;ENSRFEP00010017524;;ENSRFEP00010003737;;;ENSRFEP00010022977;ENSRFEP00010022875;ENSRFEP00010001564;;;;;;ENSRFEP00010017070;ENSRFEP00010017272;ENSRFEP00010002155;;;ENSRFEP00010008651;;ENSRFEP00010015206;ENSRFEP00010026877;ENSRFEP00010027955;;;ENSRFEP00010019745;;;ENSRFEP00010017628;;ENSRFEP00010006503;;;;;;;;;;;;;;;;;ENSRFEP00010030892;
