Classes;Orders;Species;0A;0B;1A;1B;2A;2B;3A;3B;4A;4B;5A;5B;6A;6B;7A;7B;8A;8B;9A;9B;10A;10B;11A;11B;12A;12B;13A;13B;14A;14B;15A;15B;16A;16B;17A;17B;18A;18B;19A;19B;20A;20B;21A;21B;22A;22B;23A;23B;24A;24B;25A;25B;26A;26B;27A;27B;28A;28B;29A;29B;30A;30B;31A;31B;32A;32B;33A;33B;34A;34B;35A;35B;36A;36B;37A;37B;38A;38B;39A;39B;40A;40B;41A;41B;42A;42B;43A;43B;44A;44B;45A;45B;46A;46B;47A;47B;48A;48B;49A;49B;50A;50B;51A;51B;52A;52B;53A;53B;54A;54B;55A;55B;56A;56B;57A;57B;58A;58B;59A;59B;60A;60B;61A;61B;62A;62B;63A;63B;64A;64B;65A;65B;66A;66B;67A;67B;68A;68B;69A;69B;70A;70B;71A;71B;72A;72B;73A;73B;74A;74B;75A;75B;76A;76B;77A;77B;78A;78B;79A;79B;80A;80B;81A;81B;82A;82B;83A;83B;84A;84B;85A;85B;86A;86B;87A;87B;88A;88B;89A;89B;90A;90B;91A;91B;92A;92B;93A;93B;94A;94B;95A;95B;96A;96B;97A;97B;98A;98B;99A;99B;100A;100B;101A;101B;102A;102B;103A;103B;104A;104B;105A;105B;106A;106B;107A;107B;108A;108B;109A;109B;110A;110B
Sauropsida;Galliformes;Meleagris_gallopavo;;;;;;;;;;;;;;;;ENSMGAP00000010566;ENSMGAP00000000035;ENSMGAP00000000033;;;;;;ENSMGAP00000002728;;;;;ENSMGAP00000012109;;;;ENSMGAP00000019150;ENSMGAP00000003178;;;ENSMGAP00000008196;;ENSMGAP00000000273;;ENSMGAP00000013963;ENSMGAP00000006178;;;;;;;;ENSMGAP00000017031;;;;ENSMGAP00000013050;;;ENSMGAP00000006936;;;;;;;;;;;ENSMGAP00000000429;;;;;;;;;;ENSMGAP00000006815;;;;;;;;;;;;;;ENSMGAP00000003779;;ENSMGAP00000010496;ENSMGAP00000012558;;ENSMGAP00000003742;;;;;;;;;;ENSMGAP00000003245;;;;;;;;;;;;;;;;;;;;;;;;ENSMGAP00000004109;ENSMGAP00000004197;ENSMGAP00000013301;ENSMGAP00000018024;ENSMGAP00000017221;ENSMGAP00000008800;ENSMGAP00000013063;ENSMGAP00000013081;ENSMGAP00000003000;ENSMGAP00000003020;;;ENSMGAP00000009795;ENSMGAP00000009897;ENSMGAP00000010199;ENSMGAP00000010214;ENSMGAP00000010646;ENSMGAP00000010662;;ENSMGAP00000016286;ENSMGAP00000007011;ENSMGAP00000007065;ENSMGAP00000011465;ENSMGAP00000011472;ENSMGAP00000002099;ENSMGAP00000002206;ENSMGAP00000019251;ENSMGAP00000006519;;;;ENSMGAP00000000669;ENSMGAP00000009047;;ENSMGAP00000018319;;ENSMGAP00000019785;ENSMGAP00000000256;ENSMGAP00000006372;ENSMGAP00000006391;;ENSMGAP00000019334;ENSMGAP00000003542;ENSMGAP00000003556;ENSMGAP00000016929;;;;ENSMGAP00000000541;ENSMGAP00000000492;ENSMGAP00000001494;;ENSMGAP00000004895;ENSMGAP00000003983;;;;;;;;;;;;ENSMGAP00000007643;ENSMGAP00000016679;;;ENSMGAP00000006204;ENSMGAP00000005844;;;ENSMGAP00000014149;;ENSMGAP00000010545;;ENSMGAP00000005142;ENSMGAP00000014464;;;;;ENSMGAP00000013580;;ENSMGAP00000016794;;;;;;
Sauropsida;Galliformes;Numida_meleagris;;;;;;;;;;;;;;;ENSNMEP00000018476;ENSNMEP00000018478;ENSNMEP00000021129;;ENSNMEP00000003252;;;;;ENSNMEP00000013182;;ENSNMEP00000016785;;;ENSNMEP00000011139;;;;ENSNMEP00000005862;ENSNMEP00000005873;;;ENSNMEP00000006464;;ENSNMEP00000010146;;ENSNMEP00000026147;ENSNMEP00000021364;;;;;;;;ENSNMEP00000008220;;;;ENSNMEP00000023686;;;ENSNMEP00000013948;ENSNMEP00000013949;;;;;;;;;;ENSNMEP00000015628;;;;;;;;;;ENSNMEP00000011260;ENSNMEP00000011993;;;;;;;;;;;;;ENSNMEP00000002555;;ENSNMEP00000027095;ENSNMEP00000023649;;;ENSNMEP00000006564;;;;;;;;;ENSNMEP00000007355;;;;;;;;;;;;;;;;;;;;;;;;ENSNMEP00000001195;ENSNMEP00000001201;ENSNMEP00000012910;ENSNMEP00000012911;ENSNMEP00000016660;ENSNMEP00000016662;ENSNMEP00000023688;ENSNMEP00000023691;ENSNMEP00000023801;ENSNMEP00000023803;;ENSNMEP00000004800;ENSNMEP00000002248;ENSNMEP00000002255;ENSNMEP00000002841;ENSNMEP00000002842;ENSNMEP00000009580;ENSNMEP00000009593;ENSNMEP00000018662;ENSNMEP00000018663;ENSNMEP00000014569;ENSNMEP00000014570;ENSNMEP00000011326;ENSNMEP00000011333;;ENSNMEP00000012554;ENSNMEP00000026952;ENSNMEP00000026953;;ENSNMEP00000010372;;ENSNMEP00000019317;ENSNMEP00000015406;;ENSNMEP00000027145;ENSNMEP00000027144;ENSNMEP00000003742;ENSNMEP00000003876;ENSNMEP00000020301;ENSNMEP00000020302;;;ENSNMEP00000010576;ENSNMEP00000010577;;;;ENSNMEP00000001337;ENSNMEP00000008187;ENSNMEP00000008199;;;ENSNMEP00000009904;ENSNMEP00000009906;;;;;;;;;;;;ENSNMEP00000000079;ENSNMEP00000008275;;ENSNMEP00000018553;;ENSNMEP00000013032;;;ENSNMEP00000018766;;;;ENSNMEP00000021045;ENSNMEP00000010783;;;;;ENSNMEP00000010032;;ENSNMEP00000024985;;;;;;
Sauropsida;Galliformes;Pavo_cristatus;;;;;;;;;;;;;;;ENSPSTP00000008958;ENSPSTP00000017400;ENSPSTP00000017958;;;;;;;ENSPSTP00000001014;;ENSPSTP00000003888;;;ENSPSTP00000013079;;;;ENSPSTP00000010420;ENSPSTP00000019358;;;ENSPSTP00000008785;;ENSPSTP00000015069;;ENSPSTP00000021999;ENSPSTP00000020096;;;;;;;;;;;;ENSPSTP00000018784;;;ENSPSTP00000018715;ENSPSTP00000018722;;;;;;ENSPSTP00000002026;;;;ENSPSTP00000018623;;ENSPSTP00000014643;;;;;;;;ENSPSTP00000019405;ENSPSTP00000001609;;;;;;;;;;;;;ENSPSTP00000013879;;ENSPSTP00000010936;ENSPSTP00000000844;;;ENSPSTP00000000030;;;;;;;;;ENSPSTP00000016524;;;;;;;;;;;;;;;;;;;;;;;;ENSPSTP00000015007;ENSPSTP00000014914;ENSPSTP00000006972;ENSPSTP00000006979;ENSPSTP00000002775;ENSPSTP00000002619;ENSPSTP00000011713;ENSPSTP00000010494;ENSPSTP00000023090;ENSPSTP00000022996;;ENSPSTP00000018931;ENSPSTP00000000277;ENSPSTP00000000218;ENSPSTP00000015271;ENSPSTP00000015256;ENSPSTP00000000636;ENSPSTP00000024453;ENSPSTP00000025610;;ENSPSTP00000013157;ENSPSTP00000013144;ENSPSTP00000012617;ENSPSTP00000012654;ENSPSTP00000010594;ENSPSTP00000010603;ENSPSTP00000006208;ENSPSTP00000006199;ENSPSTP00000006991;ENSPSTP00000006087;;ENSPSTP00000023970;;;ENSPSTP00000007737;ENSPSTP00000007747;ENSPSTP00000014225;ENSPSTP00000006335;ENSPSTP00000007689;ENSPSTP00000007697;;ENSPSTP00000016031;ENSPSTP00000008500;ENSPSTP00000008489;;;;ENSPSTP00000017510;ENSPSTP00000006056;ENSPSTP00000006828;;;ENSPSTP00000009132;ENSPSTP00000017890;;;;;;;;;;;;ENSPSTP00000018504;ENSPSTP00000017727;;;ENSPSTP00000012283;;;;ENSPSTP00000025823;;;;ENSPSTP00000012001;ENSPSTP00000006127;;;;;ENSPSTP00000025401;;ENSPSTP00000012987;;;;;;
Sauropsida;Galliformes;Phasianus_colchicus;;;;;ENSPCLP00000021439;ENSPCLP00000021437;;;;;;;;;;ENSPCLP00000001672;ENSPCLP00000017636;ENSPCLP00000017639;;;;;;ENSPCLP00000014824;ENSPCLP00000010220;;;;ENSPCLP00000005011;;;;ENSPCLP00000008355;ENSPCLP00000008356;;;ENSPCLP00000021032;;ENSPCLP00000019918;;;ENSPCLP00000011831;;;;;;;;ENSPCLP00000001406;;;;ENSPCLP00000005054;;;ENSPCLP00000005222;ENSPCLP00000005221;;;;;;;;;;ENSPCLP00000015717;;ENSPCLP00000015713;;;;;;;;ENSPCLP00000024913;;ENSPCLP00000024761;;;;;;;;;;;;ENSPCLP00000013677;;ENSPCLP00000006097;ENSPCLP00000009452;;ENSPCLP00000016060;;;;;;;;;;ENSPCLP00000011644;;;;;;;;;;;;;;;;;;;;;;;;ENSPCLP00000000003;ENSPCLP00000000004;ENSPCLP00000014064;ENSPCLP00000014063;ENSPCLP00000001890;ENSPCLP00000001884;ENSPCLP00000005045;ENSPCLP00000005044;ENSPCLP00000007409;ENSPCLP00000007414;;;ENSPCLP00000017150;ENSPCLP00000017144;ENSPCLP00000007697;ENSPCLP00000007700;ENSPCLP00000008009;ENSPCLP00000008010;ENSPCLP00000009296;;ENSPCLP00000009601;ENSPCLP00000009600;ENSPCLP00000013071;ENSPCLP00000013067;ENSPCLP00000001944;ENSPCLP00000001945;ENSPCLP00000003826;ENSPCLP00000003848;ENSPCLP00000006758;ENSPCLP00000006766;;;;;ENSPCLP00000021508;ENSPCLP00000021509;ENSPCLP00000023766;ENSPCLP00000023770;ENSPCLP00000023105;ENSPCLP00000023106;;ENSPCLP00000022878;ENSPCLP00000018835;ENSPCLP00000018836;;;;;ENSPCLP00000020987;ENSPCLP00000020980;;;ENSPCLP00000015840;ENSPCLP00000015841;;;;;;;;;;;;;ENSPCLP00000020953;;ENSPCLP00000023015;;ENSPCLP00000008597;;;;;ENSPCLP00000001679;;ENSPCLP00000011445;ENSPCLP00000018918;;;;;ENSPCLP00000004249;;ENSPCLP00000004467;;;;;ENSPCLP00000011660;
Sauropsida;Passeriformes;Camarhynchus_parvulus;;;;;;ENSCPVP00000014737;;;;;;;;;ENSCPVP00000008030;ENSCPVP00000008105;ENSCPVP00000009536;;;;;;;;ENSCPVP00000018533;;;;ENSCPVP00000007143;;;;ENSCPVP00000006555;ENSCPVP00000006435;;;;;ENSCPVP00000000528;;ENSCPVP00000022935;ENSCPVP00000018684;;;;;;;;;;;;ENSCPVP00000022326;;;ENSCPVP00000018917;ENSCPVP00000018914;;;;;;;;;;ENSCPVP00000002009;;ENSCPVP00000001981;;;;;;;;ENSCPVP00000002828;ENSCPVP00000004407;;;;;;;;;;;;;ENSCPVP00000017548;;ENSCPVP00000014104;ENSCPVP00000013513;;;ENSCPVP00000021719;;;;;;;;;ENSCPVP00000006509;;;;;;;;;;;;;;;;;;;;;;;;ENSCPVP00000017385;ENSCPVP00000017233;ENSCPVP00000023018;ENSCPVP00000023017;ENSCPVP00000005137;ENSCPVP00000010488;ENSCPVP00000022277;ENSCPVP00000022270;ENSCPVP00000015825;ENSCPVP00000015793;;;ENSCPVP00000007898;ENSCPVP00000007932;;ENSCPVP00000013127;;ENSCPVP00000014382;ENSCPVP00000018610;ENSCPVP00000018594;ENSCPVP00000001038;ENSCPVP00000001021;ENSCPVP00000005201;ENSCPVP00000005127;ENSCPVP00000002404;;ENSCPVP00000020490;ENSCPVP00000020496;ENSCPVP00000018374;;;ENSCPVP00000001603;;;;;ENSCPVP00000022667;ENSCPVP00000022653;ENSCPVP00000018028;ENSCPVP00000018013;;;ENSCPVP00000009525;ENSCPVP00000009375;ENSCPVP00000019152;;;ENSCPVP00000019118;ENSCPVP00000005257;ENSCPVP00000005408;ENSCPVP00000012967;;ENSCPVP00000012906;ENSCPVP00000012867;;;;;;;;;;;;;;;ENSCPVP00000016336;;ENSCPVP00000008217;;;;;;;ENSCPVP00000019434;ENSCPVP00000019266;;;;;ENSCPVP00000004635;;ENSCPVP00000015023;;;;;ENSCPVP00000001000;
Sauropsida;Passeriformes;Cyanistes_caeruleus;;;;;;ENSCCEP00000009254;;;;;;;;;ENSCCEP00000011712;ENSCCEP00000011715;;ENSCCEP00000012405;;;;;;ENSCCEP00000009752;;ENSCCEP00000022707;;;ENSCCEP00000013052;;;;ENSCCEP00000012053;ENSCCEP00000012061;;;;;ENSCCEP00000004420;;ENSCCEP00000016059;ENSCCEP00000009711;;;;;;;;;;;;ENSCCEP00000006326;;;ENSCCEP00000001587;ENSCCEP00000001605;;;;;;;;;ENSCCEP00000009494;;;ENSCCEP00000009481;;;;;;;;ENSCCEP00000018575;ENSCCEP00000008689;;;;;;;;;;;;;ENSCCEP00000003835;;;ENSCCEP00000015417;;;ENSCCEP00000027703;ENSCCEP00000027119;;;;;;;;ENSCCEP00000003862;;;;;;;;;;;;;;;;;;;;;;;;ENSCCEP00000001700;ENSCCEP00000001696;ENSCCEP00000005951;ENSCCEP00000005962;ENSCCEP00000016783;ENSCCEP00000016782;ENSCCEP00000006420;;ENSCCEP00000012540;ENSCCEP00000012539;;;ENSCCEP00000000631;ENSCCEP00000000347;ENSCCEP00000018588;ENSCCEP00000018589;ENSCCEP00000000095;ENSCCEP00000000075;ENSCCEP00000023861;ENSCCEP00000023858;ENSCCEP00000015752;ENSCCEP00000015751;ENSCCEP00000017779;ENSCCEP00000017778;ENSCCEP00000027118;;ENSCCEP00000013329;ENSCCEP00000013327;;;;;;;ENSCCEP00000026143;ENSCCEP00000026147;;ENSCCEP00000013860;ENSCCEP00000022570;ENSCCEP00000008398;;;ENSCCEP00000018956;ENSCCEP00000018950;ENSCCEP00000002110;;;ENSCCEP00000001822;ENSCCEP00000027684;ENSCCEP00000027683;ENSCCEP00000003248;;;ENSCCEP00000017671;;;;;;;;;;;;;;;ENSCCEP00000016677;;ENSCCEP00000018300;;;ENSCCEP00000015935;;;;ENSCCEP00000007553;ENSCCEP00000018080;;;;;ENSCCEP00000013068;;ENSCCEP00000015997;;;;;;
Sauropsida;Passeriformes;Erythrura_gouldiae;;;;;;ENSEGOP00005015256;;;;;;;;;ENSEGOP00005003233;ENSEGOP00005003235;ENSEGOP00005016709;;;;;;;ENSEGOP00005004164;ENSEGOP00005023651;;;;ENSEGOP00005003487;;;;ENSEGOP00005009551;ENSEGOP00005009538;;;;;ENSEGOP00005017530;;ENSEGOP00005001079;ENSEGOP00005007654;;;;;;;;;;;;ENSEGOP00005001953;;;ENSEGOP00005015069;;;;;;;;;;ENSEGOP00005018498;;;ENSEGOP00005018534;;;;;;;;ENSEGOP00005004102;;;;;;;;;;;;;;ENSEGOP00005016560;;;ENSEGOP00005001217;;ENSEGOP00005011310;;ENSEGOP00005015797;;;;;;;;ENSEGOP00005017411;;ENSEGOP00005012007;;;;;;;;;;;;;;;;;;;;;;ENSEGOP00005007213;ENSEGOP00005007201;;ENSEGOP00005013232;ENSEGOP00005013290;ENSEGOP00005002910;ENSEGOP00005001960;;ENSEGOP00005020750;ENSEGOP00005020759;;;;ENSEGOP00005004191;ENSEGOP00005018736;ENSEGOP00005018749;;ENSEGOP00005001702;ENSEGOP00005006158;ENSEGOP00005006156;ENSEGOP00005017632;ENSEGOP00005017635;ENSEGOP00005013997;ENSEGOP00005014000;ENSEGOP00005015792;;ENSEGOP00005023797;ENSEGOP00005023798;ENSEGOP00005010968;;;ENSEGOP00005022183;;;;ENSEGOP00005013857;ENSEGOP00005018491;ENSEGOP00005018520;ENSEGOP00005017785;ENSEGOP00005017808;;;ENSEGOP00005022679;ENSEGOP00005011107;;ENSEGOP00005022272;;ENSEGOP00005019378;ENSEGOP00005021453;ENSEGOP00005012381;;;ENSEGOP00005007163;ENSEGOP00005007165;;;;;;;;;;;;;;;ENSEGOP00005019223;;ENSEGOP00005018351;;;ENSEGOP00005003884;;;;ENSEGOP00005007503;ENSEGOP00005002241;;;;;ENSEGOP00005001106;;ENSEGOP00005003055;;;;;ENSEGOP00005011601;
Sauropsida;Passeriformes;Ficedula_albicollis;;;;;;ENSFALP00000003125;;;;;;;;;ENSFALP00000013276;ENSFALP00000013283;ENSFALP00000000230;ENSFALP00000000229;;;;;;ENSFALP00000012110;ENSFALP00000003216;;;;ENSFALP00000014966;;;;ENSFALP00000002121;ENSFALP00000002120;;;;;ENSFALP00000009374;;ENSFALP00000012040;ENSFALP00000008529;;;;;;;;;;;;ENSFALP00000012488;;;ENSFALP00000014896;ENSFALP00000014366;;;;;;;;;ENSFALP00000007160;;;ENSFALP00000007156;;;;;;;;ENSFALP00000000846;ENSFALP00000011602;;;;;;;;;;;;;ENSFALP00000006237;;ENSFALP00000008086;ENSFALP00000005393;;ENSFALP00000001432;;;;;;;;;;ENSFALP00000000694;;;;;;;;;;;;;;;;;;;;;;;;ENSFALP00000001885;ENSFALP00000001907;ENSFALP00000013519;ENSFALP00000013524;ENSFALP00000012400;ENSFALP00000012507;ENSFALP00000012501;;ENSFALP00000004503;ENSFALP00000004502;;;ENSFALP00000004620;ENSFALP00000004625;ENSFALP00000011868;ENSFALP00000011930;ENSFALP00000014993;ENSFALP00000013100;ENSFALP00000015214;ENSFALP00000008477;ENSFALP00000007457;ENSFALP00000007465;ENSFALP00000005529;ENSFALP00000005541;ENSFALP00000011452;;ENSFALP00000012354;ENSFALP00000012306;;;;ENSFALP00000007807;;;;;ENSFALP00000003631;ENSFALP00000003687;ENSFALP00000010542;ENSFALP00000010545;;ENSFALP00000015500;ENSFALP00000000578;ENSFALP00000000575;ENSFALP00000014723;;;ENSFALP00000014933;ENSFALP00000014486;ENSFALP00000014484;ENSFALP00000002306;;ENSFALP00000010742;ENSFALP00000010748;;;;;;;;;;;;;;;ENSFALP00000010945;;ENSFALP00000000510;;;ENSFALP00000002915;;;;ENSFALP00000008741;ENSFALP00000003028;;;;;ENSFALP00000002858;;ENSFALP00000015650;;;;;;
Sauropsida;Passeriformes;Geospiza_fortis;;;;;;ENSGFOP00000013912;;;;;;;;;ENSGFOP00000008828;ENSGFOP00000008849;;;;;;;;ENSGFOP00000010029;ENSGFOP00000021158;;;;ENSGFOP00000002206;;;;ENSGFOP00000013390;;;;;;ENSGFOP00000006350;;ENSGFOP00000015229;ENSGFOP00000000455;;;;;;;;;;;;ENSGFOP00000010846;;;ENSGFOP00000021766;;;;;;;;;;ENSGFOP00000022159;;;ENSGFOP00000022178;;;;;;;;ENSGFOP00000013621;;;;;;;;;;;;;;ENSGFOP00000019323;;ENSGFOP00000001760;ENSGFOP00000010874;;ENSGFOP00000005401;;;;;;;;;;ENSGFOP00000006628;;;;;;;;;;;;;;;;;;;;;;;;ENSGFOP00000009539;ENSGFOP00000018865;ENSGFOP00000012807;ENSGFOP00000012800;ENSGFOP00000013322;ENSGFOP00000010039;ENSGFOP00000010724;ENSGFOP00000010710;ENSGFOP00000003698;ENSGFOP00000003554;;;ENSGFOP00000006978;ENSGFOP00000006809;;ENSGFOP00000015577;;ENSGFOP00000009660;ENSGFOP00000007217;;ENSGFOP00000021854;ENSGFOP00000021857;ENSGFOP00000000592;ENSGFOP00000000633;ENSGFOP00000004299;;ENSGFOP00000004041;ENSGFOP00000003988;;;;;;;;;ENSGFOP00000018166;ENSGFOP00000018156;ENSGFOP00000018244;ENSGFOP00000018268;;;;ENSGFOP00000006359;ENSGFOP00000003512;;;ENSGFOP00000006389;ENSGFOP00000008596;ENSGFOP00000008584;ENSGFOP00000008663;;ENSGFOP00000016491;ENSGFOP00000016483;;;;;;;;;;;;;;;ENSGFOP00000014714;;ENSGFOP00000011285;;;;;;;ENSGFOP00000001362;ENSGFOP00000018650;;;;;ENSGFOP00000014745;;ENSGFOP00000015617;;;;;;
Sauropsida;Passeriformes;Junco_hyemalis;;;;;;ENSJHYP00000014810;;;;;;;;ENSJHYP00000019935;ENSJHYP00000013957;ENSJHYP00000014004;ENSJHYP00000011797;;ENSJHYP00000004863;;;;;ENSJHYP00000010983;ENSJHYP00000022592;;;;ENSJHYP00000013013;;;;;;;;;;ENSJHYP00000005378;;ENSJHYP00000021499;ENSJHYP00000001224;;;;;;;;;;;;ENSJHYP00000017507;;;ENSJHYP00000001092;;;;;;;;;;ENSJHYP00000010584;;;ENSJHYP00000010524;;;;;;;;ENSJHYP00000002718;ENSJHYP00000017877;;;;;;;;;;;;;ENSJHYP00000000435;;;ENSJHYP00000004657;;;ENSJHYP00000015222;;;;;;;;;ENSJHYP00000015690;;;;;;ENSJHYP00000013838;;;;;;;;;;;;;;;;;;ENSJHYP00000023252;ENSJHYP00000023414;;ENSJHYP00000008372;ENSJHYP00000017520;ENSJHYP00000004636;ENSJHYP00000017438;;ENSJHYP00000019802;ENSJHYP00000019811;;;;ENSJHYP00000004263;;ENSJHYP00000008432;;ENSJHYP00000014859;;ENSJHYP00000019939;ENSJHYP00000006528;ENSJHYP00000006512;ENSJHYP00000000260;ENSJHYP00000000222;ENSJHYP00000019044;;ENSJHYP00000024025;ENSJHYP00000024045;;;;ENSJHYP00000021751;;;ENSJHYP00000003100;ENSJHYP00000003109;;ENSJHYP00000017548;ENSJHYP00000005426;ENSJHYP00000005432;;;;ENSJHYP00000022718;ENSJHYP00000009806;;;ENSJHYP00000009736;ENSJHYP00000008085;ENSJHYP00000008106;;;;;;;;;;;;;;;;;;;;ENSJHYP00000005263;ENSJHYP00000000448;;;ENSJHYP00000015468;;;;ENSJHYP00000002422;ENSJHYP00000020203;;;;;ENSJHYP00000019193;;ENSJHYP00000019773;;;;;;
Sauropsida;Passeriformes;Lonchura_striata_domestica;;;;;;ENSLSDP00000023106;;;;;;;;;ENSLSDP00000014945;ENSLSDP00000014949;ENSLSDP00000016232;;;;;;;ENSLSDP00000018521;;ENSLSDP00000000917;;;ENSLSDP00000007928;;;;ENSLSDP00000012811;ENSLSDP00000012800;;;;;ENSLSDP00000020957;;ENSLSDP00000022524;ENSLSDP00000013746;;;;;;;;;;;;ENSLSDP00000021528;;;ENSLSDP00000013961;ENSLSDP00000013962;;;;;;;;;;ENSLSDP00000016423;;ENSLSDP00000016415;;;;;;;;ENSLSDP00000006191;;;;;;;;;;;;;;ENSLSDP00000008776;;ENSLSDP00000004521;ENSLSDP00000014932;;ENSLSDP00000001164;;ENSLSDP00000012378;;;;;;;;ENSLSDP00000009055;;;;;;;;;;;;;;;;;;;;;;;;ENSLSDP00000004580;ENSLSDP00000004587;ENSLSDP00000009094;ENSLSDP00000009098;ENSLSDP00000000557;ENSLSDP00000014669;ENSLSDP00000021524;;ENSLSDP00000007010;ENSLSDP00000007016;;;ENSLSDP00000003007;ENSLSDP00000003017;;ENSLSDP00000005448;;ENSLSDP00000022217;;ENSLSDP00000015598;ENSLSDP00000014209;ENSLSDP00000014205;ENSLSDP00000011704;ENSLSDP00000011702;ENSLSDP00000012388;;ENSLSDP00000022894;ENSLSDP00000022902;ENSLSDP00000013734;;;;;;;;ENSLSDP00000009917;ENSLSDP00000009957;ENSLSDP00000012257;ENSLSDP00000012252;;ENSLSDP00000000585;ENSLSDP00000002167;ENSLSDP00000002122;ENSLSDP00000003453;;;ENSLSDP00000000993;ENSLSDP00000013280;ENSLSDP00000013312;ENSLSDP00000019351;;ENSLSDP00000019987;ENSLSDP00000019984;;;;;;;;;;;;;;;ENSLSDP00000021241;;ENSLSDP00000000754;;;ENSLSDP00000006653;;;;ENSLSDP00000013904;ENSLSDP00000019108;;;;;ENSLSDP00000001692;;ENSLSDP00000003574;;;;;;
Sauropsida;Passeriformes;Manacus_vitellinus;;;;;;;;;;;;;;;;ENSMVIP00005007471;ENSMVIP00005027536;;;;;;;ENSMVIP00005017127;ENSMVIP00005021157;;;;ENSMVIP00005018167;;;;ENSMVIP00005012108;;;;;;ENSMVIP00005026825;;ENSMVIP00005025445;ENSMVIP00005001630;;;;;;;;ENSMVIP00005024092;;;;ENSMVIP00005009435;;;;;;;;;;;;;ENSMVIP00005021934;;;ENSMVIP00005021957;;;;;;;;ENSMVIP00005016304;ENSMVIP00005015255;;;;;;;;;;;;;ENSMVIP00005024770;;ENSMVIP00005009247;ENSMVIP00005015378;;ENSMVIP00005005074;;ENSMVIP00005019314;;;;;;;;ENSMVIP00005012136;;;;;;ENSMVIP00005009680;;;;;;;;;;;;;;;;;;ENSMVIP00005028505;ENSMVIP00005028506;ENSMVIP00005025680;ENSMVIP00005025678;ENSMVIP00005002458;ENSMVIP00005002619;ENSMVIP00005021001;;ENSMVIP00005011260;ENSMVIP00005011276;;;ENSMVIP00005002842;ENSMVIP00005002754;;ENSMVIP00005013598;ENSMVIP00005010471;ENSMVIP00005010435;;ENSMVIP00005013535;ENSMVIP00005006616;ENSMVIP00005006600;ENSMVIP00005023475;ENSMVIP00005023468;ENSMVIP00005019321;;ENSMVIP00005022982;ENSMVIP00005022977;;;;;;;;ENSMVIP00005021883;ENSMVIP00005007766;ENSMVIP00005007726;ENSMVIP00005006219;ENSMVIP00005006224;;ENSMVIP00005018088;ENSMVIP00005025160;ENSMVIP00005025158;ENSMVIP00005012542;;;ENSMVIP00005005775;ENSMVIP00005023090;ENSMVIP00005023096;ENSMVIP00005018397;;ENSMVIP00005020109;ENSMVIP00005020100;;;;;;;;;;;;;;;ENSMVIP00005003742;;;;;ENSMVIP00005010457;;ENSMVIP00005007451;;ENSMVIP00005023674;ENSMVIP00005005052;;;;;ENSMVIP00005016704;;ENSMVIP00005007306;;;;;;
Sauropsida;Passeriformes;Parus_major;;;;;;;;;;;;;;ENSPMJP00000025535;ENSPMJP00000018411;ENSPMJP00000018412;ENSPMJP00000021085;ENSPMJP00000021082;;;;;;ENSPMJP00000018451;;ENSPMJP00000022329;;;ENSPMJP00000013401;;;;ENSPMJP00000021308;ENSPMJP00000021313;;;;;ENSPMJP00000010049;;ENSPMJP00000018146;ENSPMJP00000009896;;;;;;;;;;;;ENSPMJP00000012235;;;ENSPMJP00000025784;;;;;;;;;;;ENSPMJP00000004201;;ENSPMJP00000004166;;;;;;;;ENSPMJP00000007747;;;;;;;;;;;;;;ENSPMJP00000010915;;ENSPMJP00000023409;ENSPMJP00000020225;;ENSPMJP00000012362;;ENSPMJP00000010124;;;;;;;;ENSPMJP00000001393;;;;;;;;;;;;;;;;;;;;;;;;ENSPMJP00000001139;ENSPMJP00000001157;ENSPMJP00000010097;ENSPMJP00000010098;ENSPMJP00000015664;ENSPMJP00000015665;ENSPMJP00000012233;;ENSPMJP00000011776;ENSPMJP00000011774;;;ENSPMJP00000008796;ENSPMJP00000008789;;ENSPMJP00000007989;;ENSPMJP00000012988;;ENSPMJP00000025536;ENSPMJP00000025422;ENSPMJP00000025423;ENSPMJP00000008825;ENSPMJP00000008841;ENSPMJP00000010130;;ENSPMJP00000025237;ENSPMJP00000025238;ENSPMJP00000015351;;;ENSPMJP00000000925;;;ENSPMJP00000003160;ENSPMJP00000003166;;ENSPMJP00000012775;ENSPMJP00000007333;ENSPMJP00000007332;;;;ENSPMJP00000002247;ENSPMJP00000003293;;;ENSPMJP00000003378;ENSPMJP00000014332;ENSPMJP00000014330;ENSPMJP00000006363;;;ENSPMJP00000021802;;;;;;;;;;;;;;;ENSPMJP00000003070;;ENSPMJP00000000328;;;ENSPMJP00000023467;;;;ENSPMJP00000009734;ENSPMJP00000003152;;;;;ENSPMJP00000015487;;ENSPMJP00000009727;;;;;;
